"","passanger","weather","time","couponType","expiration","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","Restaurant20To50","toCoupon","Y"
"10099","Alone","Sunny","10AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10100","Friend(s)","Sunny","10PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10101","Friend(s)","Sunny","10PM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10102","Alone","Rainy","10AM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10103","Alone","Snowy","2PM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","5min - 15min","1"
"10104","Alone","Sunny","10PM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","5min - 15min","1"
"10105","Kid(s)","Sunny","10AM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","5min - 15min","1"
"10106","Kid(s)","Sunny","2PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","5min - 15min","1"
"10107","Kid(s)","Sunny","10PM","Restaurant(20-50)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10108","Kid(s)","Sunny","6PM","Restaurant(20-50)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10109","Kid(s)","Sunny","10PM","Carry out & Take away","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10110","Kid(s)","Sunny","6PM","Bar","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10111","Alone","Sunny","6PM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","5min - 15min","1"
"10112","Alone","Sunny","6PM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","5min - 15min","0"
"10113","Alone","Rainy","6PM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","more than 25min","1"
"10114","Alone","Snowy","10PM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","more than 25min","1"
"10115","Alone","Sunny","10PM","Restaurant(20-50)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10116","Alone","Sunny","7AM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10117","Alone","Rainy","7AM","Carry out & Take away","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10118","Alone","Sunny","7AM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","5min - 15min","1"
"10119","Alone","Rainy","7AM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","more than 25min","1"
"10120","Alone","Snowy","7AM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","1~3","4~8","4~8","1~3","15min - 25min","1"
"10121","Alone","Sunny","10AM","Coffee House","2h","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","0"
"10122","Friend(s)","Sunny","10PM","Coffee House","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","0"
"10123","Friend(s)","Sunny","10PM","Carry out & Take away","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","1"
"10124","Alone","Rainy","10AM","Coffee House","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","0"
"10125","Alone","Snowy","2PM","Bar","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","0"
"10126","Partner","Sunny","2PM","Restaurant(20-50)","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","1"
"10127","Partner","Sunny","2PM","Bar","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","0"
"10128","Alone","Sunny","10PM","Restaurant(<20)","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","1"
"10129","Alone","Sunny","6PM","Carry out & Take away","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","1"
"10130","Alone","Sunny","6PM","Restaurant(<20)","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","1"
"10131","Alone","Rainy","6PM","Bar","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","more than 25min","0"
"10132","Alone","Snowy","10PM","Restaurant(<20)","2h","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","more than 25min","0"
"10133","Partner","Sunny","10PM","Bar","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","more than 25min","0"
"10134","Partner","Sunny","10PM","Restaurant(<20)","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","0"
"10135","Alone","Sunny","10PM","Restaurant(20-50)","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","1"
"10136","Partner","Rainy","6PM","Coffee House","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","0"
"10137","Alone","Sunny","7AM","Bar","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","0"
"10138","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","1"
"10139","Alone","Rainy","7AM","Carry out & Take away","2h","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","0"
"10140","Alone","Sunny","7AM","Coffee House","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","5min - 15min","0"
"10141","Alone","Rainy","7AM","Bar","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","more than 25min","0"
"10142","Alone","Snowy","7AM","Carry out & Take away","1d","20-30","Married partner","0","Some college - no degree","employed","High","never","never","1~3","less1","15min - 25min","1"
"10143","Alone","Sunny","10AM","Coffee House","2h","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10144","Friend(s)","Sunny","10PM","Coffee House","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10145","Friend(s)","Sunny","10PM","Carry out & Take away","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10146","Alone","Rainy","10AM","Coffee House","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10147","Alone","Snowy","2PM","Bar","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10148","Partner","Sunny","2PM","Restaurant(20-50)","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10149","Partner","Sunny","2PM","Bar","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10150","Alone","Sunny","10PM","Restaurant(<20)","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10151","Alone","Sunny","6PM","Carry out & Take away","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10152","Alone","Sunny","6PM","Restaurant(<20)","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10153","Alone","Rainy","6PM","Bar","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","more than 25min","1"
"10154","Alone","Snowy","10PM","Restaurant(<20)","2h","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","more than 25min","1"
"10155","Partner","Sunny","10PM","Bar","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","more than 25min","1"
"10156","Partner","Sunny","10PM","Restaurant(<20)","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10157","Alone","Sunny","10PM","Restaurant(20-50)","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10158","Partner","Rainy","6PM","Coffee House","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10159","Alone","Sunny","7AM","Bar","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10160","Alone","Sunny","7AM","Carry out & Take away","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10161","Alone","Rainy","7AM","Carry out & Take away","2h","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10162","Alone","Sunny","7AM","Coffee House","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","5min - 15min","1"
"10163","Alone","Rainy","7AM","Bar","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","more than 25min","1"
"10164","Alone","Snowy","7AM","Carry out & Take away","1d","30-40","Married partner","0","Bachelors degree","employed","High","less1","never","1~3","1~3","15min - 25min","1"
"10165","Alone","Sunny","10AM","Coffee House","2h","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10166","Friend(s)","Sunny","10PM","Coffee House","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10167","Friend(s)","Sunny","10PM","Carry out & Take away","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10168","Alone","Rainy","10AM","Coffee House","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10169","Alone","Snowy","2PM","Bar","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","5min - 15min","0"
"10170","Alone","Sunny","10PM","Restaurant(<20)","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","5min - 15min","1"
"10171","Kid(s)","Sunny","10AM","Coffee House","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","5min - 15min","0"
"10172","Kid(s)","Sunny","2PM","Coffee House","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","5min - 15min","0"
"10173","Kid(s)","Sunny","10PM","Restaurant(20-50)","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10174","Kid(s)","Sunny","6PM","Restaurant(20-50)","2h","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10175","Kid(s)","Sunny","10PM","Carry out & Take away","2h","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","0"
"10176","Kid(s)","Sunny","6PM","Bar","2h","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10177","Alone","Sunny","6PM","Carry out & Take away","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","5min - 15min","1"
"10178","Alone","Sunny","6PM","Restaurant(<20)","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","5min - 15min","1"
"10179","Alone","Rainy","6PM","Bar","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","more than 25min","0"
"10180","Alone","Snowy","10PM","Restaurant(<20)","2h","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","more than 25min","0"
"10181","Alone","Sunny","10PM","Restaurant(20-50)","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","1"
"10182","Alone","Sunny","7AM","Bar","1d","30-40","Married partner","1","Associates degree","employed","High","never","less1","4~8","less1","15min - 25min","0"
